trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.01, 'e': 0.06424830094450308}",30,19,10.206121731546054,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.06329176835964073}",20,0,23.548038663298183,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.06234947668967343}",20,12,9.117411627686437,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.06142121391500013}",25,20,9.815633158200352,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.060506771172580416}",25,18,11.595386499743972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.05960594270893937}",20,14,10.487756677415238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.058718525833872284}",20,12,15.408314143405446,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.057844320874838456}",20,10,13.63752798001925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.05698313113203406}",20,6,23.36790163930059,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.056134762834133725}",25,8,23.856565106745634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.05529902509469138}",20,9,19.08876434764965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.05447572986918988}",20,16,8.42478957925124,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.053664691912730135}",20,5,25.871362667547892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.05286572873835037}",25,0,29.360255833595875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.01, 'e': 0.05207866057596569}",25,19,14.887632840631767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.051303310331919136}",20,0,23.643234556389796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.01, 'e': 0.050539503549134696}",25,15,15.887139973766962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.049787068367863944}",25,0,38.0396080699496,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.04904583548701675}",25,4,34.494005663577184,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.04831563812606779}",20,13,15.893703736429735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.04759631198753032}",25,7,24.379498529573716,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.046887695219988486}",20,8,11.488623729695997,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.04618962838168012}",20,11,15.706056011232782,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,4,25.88256386939023,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.04482451855926687}",20,11,16.93040198659427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.04415716841969286}",20,9,19.16563777896659,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.043499753829302754}",25,0,-5.589017387876034,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
211,False,"{'a': 0.01, 'e': 0.04285212686704019}",25,3,38.02386649871697,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.042214141814106466}",20,14,12.269584488015457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.04158565512117318}",25,13,15.112354378312054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.040966525376082946}",25,16,16.743278683486068,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.04035661327203115}",20,10,7.914839884472917,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.039755781576221304}",30,14,27.893723294387474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.03916389509898708}",25,0,38.55569366828328,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.01, 'e': 0.03858082066337404}",20,10,16.030735468218698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,18,11.396943068888191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.037440585093407336}",20,12,14.934532608739028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.036883167401240015}",20,11,14.772955027019858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.036334048577339996}",30,16,25.32445718019065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.0357931050676553}",25,2,34.77523076463081,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.035260215157614135}",30,12,21.67112742039236,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.03473525894473856}",20,8,22.271990735947856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.03421811831166603}",20,10,-24.152538888002038,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
227,False,"{'a': 0.01, 'e': 0.033708676899572416}",20,11,13.295225008239703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.03320682008199073}",25,9,29.896532088577885,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.03271243493901982}",30,22,16.68834555860973,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.0322254102319168}",20,3,30.77407234488708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.03174563637806795}",25,1,34.81308738797207,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.03127300542633206}",20,10,15.467517158936358,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.030807411032751076}",25,11,15.806257499069899,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.030348748436622216}",30,21,14.689084235611402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.02989691443692632}",30,19,17.061378892010925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.02945180736910729}",20,0,28.107705088903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 0.01, 'e': 0.029013327082197053}",25,18,-27.65674484634663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
238,False,"{'a': 0.01, 'e': 0.028581374916281214}",20,1,27.171245715506764,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.028155853680300106}",25,10,27.401643103002108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.027736667630180466}",20,16,6.81400149393273,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.02732372244729257}",20,0,24.642269214019034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.01, 'e': 0.026916925217228122}",25,0,37.30241627219001,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.02651618440889418}",35,21,25.336637688176452,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.026121409853918233}",20,16,7.639273227063812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.025732512726359954}",25,4,35.20028710580136,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.025349405522724945}",20,6,28.351603645141413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.024972002042276155}",20,8,21.454909342166474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.024600217367638302}",30,19,24.14854871732243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.024233967845691123}",30,21,15.373636678908982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.023873171068747034}",25,13,21.92092756048254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.023517745856009107}",20,6,19.400207632101196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.02316761223530503}",20,9,18.95300382047573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.02282269142509298}",20,12,16.494562119077735,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.02248290581673553}",30,16,28.119525351392753,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.022148178957037315}",20,6,19.003941447174903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.01, 'e': 0.021818435531042773}",30,17,22.705627293372828,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.021493601345089923}",20,16,7.318661263693891,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.02117360331011653}",25,11,20.57965852315564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.020858369425214726}",25,17,0.6532715196086243,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.020547828761430496}",20,10,20.49495172612654,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.02024191144580439}",25,11,23.79884088429603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.019940548645649796}",25,17,13.246264093327545,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0196436725530653}",20,3,28.88894390184517,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.019351216369677602}",20,3,29.047338810501873,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.019063114291611637}",25,13,17.706369983743638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.01877930149468441}",35,15,31.12174108604821,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.01849971411981925}",20,0,26.454957193038112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.01, 'e': 0.018224289258677303}",30,10,32.855634610263124,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.017952964939502866}",20,13,11.784648683847122,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.017685680113179437}",25,14,15.98863671185291,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.017422374639493515}",20,12,14.441007490778373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.017162989273602672}",20,12,14.744749008025073,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.01690746565270528}",25,15,14.728440144878014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.016655746282908664}",25,17,15.408300284092483,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.01640777452629266}",25,11,26.754531750313586,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.016163494588165874}",30,5,43.55720019152836,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.015922851504511698}",25,19,13.231893086010503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.015685791129621054}",20,10,17.278926565861635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.015452260123909515}",25,13,21.294587361569047,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.015222205941915569}",30,18,19.946697016535094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.014995576820477703}",20,4,29.1415223195471,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.014772321767087523}",30,19,17.72558134721673,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.014552390548416136}",20,0,29.774223869847834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.01, 'e': 0.01433573367901149}",25,16,15.527139536570047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.014122302410163962}",30,16,27.464224598232818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.013912048718937631}",30,7,29.925196958959937,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.013704925297364945}",20,0,25.227487040173443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.01, 'e': 0.013500885541802265}",30,0,45.19709711812145,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.013299883542443767}",25,0,31.859579988491205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.01, 'e': 0.013101874072991637}",20,16,7.929376370772447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.012906812580479873}",30,16,26.738981906646444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.012714655175249731}",20,15,9.201628916722157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.012525358621074385}",20,9,21.172218308086503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.012338880325430533}",20,13,14.373713894453427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.012155178329914935}",25,11,29.711405285452777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.011974211300803622}",30,8,37.69120078628573,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.011795938519751572}",20,13,13.035499955941026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.01, 'e': 0.011620319874630945}",20,3,30.001894857232738,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.01144731585050571}",25,15,6.3967313799364565,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.011276887520740568}",20,5,23.411649334597605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.011108996538242306}",25,14,19.81491547795242,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.01094360512683159}",20,12,10.921272221822296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.010780676072743084}",25,1,39.56821429902629,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.01062017271625227}",30,22,16.476561474094744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.010462058943426803}",25,17,12.018840159624261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.01030629917800074}",20,14,10.449525490765808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.010152858373369763}",20,13,11.163530677069943,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.010001702004705487}",20,6,26.12696181518937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.009852796061187257}",20,1,29.193769622238502,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.009706107038349598}",30,12,32.26601015090846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.009561601930543513}",20,4,24.56799798207007,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.009419248223510103}",25,8,31.231513676737944,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.009279013887064744}",25,13,20.47852851273391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.009140867367890106}",25,10,24.107820469022208,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.00900477758243656}",20,8,18.232138893768663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.008870713909928258}",20,11,15.064097375396894,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.00873864618547329}",20,10,17.58151316580704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.0086085446932765}",25,9,25.969537850149763,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.008480380159953269}",25,9,27.197112759093823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.00835412374794289}",25,11,24.648781767643914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.00822974704902003}",25,19,7.858822572083334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.008107222077902706}",25,13,21.77872668832604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.007986521265955502}",25,17,13.678275070451065,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.007867617454986535}",25,14,22.898009449400003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.007750483891136699}",30,14,30.403988062174054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.007635094218859962}",20,9,20.689774449018426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.00752142247499327}",20,13,12.395382565011598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.007409443082914684}",20,1,23.415305311618823,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.007299130846788583}",20,5,23.827209970755227,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.007190460945896448}",30,8,40.692441383453655,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.0070834089290521185}",20,15,9.005509261759794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.0069779507091001875}",25,13,18.394838007150664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.006874062557496255}",25,17,15.946009390542224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.006771721098967921}",25,20,12.796958215048175,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.0066709033062552735}",35,23,22.844134674406742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.006571586494929619}",30,18,25.69043946489059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.006473748318289405}",25,14,17.249975190584806,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.0063773667623321425}",30,21,16.588399267474202,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.006282420140801123}",25,14,21.438475408106044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.006188887090305937}",30,18,18.736745200680417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.006096746565515638}",25,6,28.601878635343535,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.0060059778344234175}",25,11,25.3066246040379,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.005916560473681857}",20,6,26.80966530209046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.005828474364007551}",20,2,33.54354602594082,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.005741699685654202}",25,20,6.35624486787801,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.005656216913953108}",25,20,8.458858331147148,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.005572006814919998}",20,10,16.813959183313536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.0054890504409273195}",20,16,7.619538494937391,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.00540732912644096}",20,14,10.870544933655182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.00532682448382039}",20,5,19.932637887191152,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.01, 'e': 0.005247518399181385}",25,6,35.31996142625082,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.0051693930283203335}",30,15,22.2408417556573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.005092430792699196}",20,0,26.197182565588285,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.01, 'e': 0.005016614375490263}",20,12,17.447064349256486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.004941926717679822}",20,8,6.14851476990216,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.004868351014229763}",20,14,11.19313125210076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.004795870710296421}",25,18,14.861609873456006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.004724469497505626}",25,8,32.61499287227069,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.004654131310283272}",35,28,15.141657760532505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.004584840322240499}",20,0,24.473116263027556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.00451658094261267}",25,14,18.332953665727203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.004449337812751394}",25,11,14.499937474054843,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.004383095802668776}",25,2,36.54076558422703,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.0043178400076330815}",25,17,19.439403948097347,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.004253555744815125}",20,9,19.548296659057918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.01, 'e': 0.004190228549984579}",20,5,16.95906777980166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.004127844174255436}",20,0,34.643509021476305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
368,False,"{'a': 0.01, 'e': 0.004066388580879976}",30,16,26.501036618492684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.01, 'e': 0.00400584794209042}",25,14,20.27152700651689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
